"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"法國虎鯨","200+","November 6, 2025 at 1:00:00 AM UTC+8","November 7, 2025 at 2:40:00 AM UTC+8","法國虎鯨","https://trends.google.com/trends/explore?q=%E6%B3%95%E5%9C%8B%E8%99%8E%E9%AF%A8&geo=TW&hl=en-US"
"海力士股價","1K+","November 5, 2025 at 8:10:00 AM UTC+8","November 5, 2025 at 1:40:00 PM UTC+8","海力士股價,美光,海力士","https://trends.google.com/trends/explore?q=%E6%B5%B7%E5%8A%9B%E5%A3%AB%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"機捷","200+","November 10, 2025 at 9:00:00 PM UTC+8","November 10, 2025 at 9:40:00 PM UTC+8","機捷","https://trends.google.com/trends/explore?q=%E6%A9%9F%E6%8D%B7&geo=TW&hl=en-US"
"徐國勇","500+","November 6, 2025 at 11:40:00 AM UTC+8","November 7, 2025 at 8:30:00 AM UTC+8","徐國勇","https://trends.google.com/trends/explore?q=%E5%BE%90%E5%9C%8B%E5%8B%87&geo=TW&hl=en-US"
"銀棒獎","200+","November 7, 2025 at 9:40:00 AM UTC+8","November 8, 2025 at 7:40:00 AM UTC+8","銀棒獎","https://trends.google.com/trends/explore?q=%E9%8A%80%E6%A3%92%E7%8D%8E&geo=TW&hl=en-US"
"drx","200+","November 9, 2025 at 9:00:00 PM UTC+8","November 9, 2025 at 10:20:00 PM UTC+8","drx","https://trends.google.com/trends/explore?q=drx&geo=TW&hl=en-US"
"chatgpt go","500+","November 5, 2025 at 6:20:00 PM UTC+8","November 6, 2025 at 3:40:00 AM UTC+8","chatgpt go","https://trends.google.com/trends/explore?q=chatgpt%20go&geo=TW&hl=en-US"
"motogp","200+","November 9, 2025 at 9:10:00 PM UTC+8","November 9, 2025 at 10:50:00 PM UTC+8","motogp","https://trends.google.com/trends/explore?q=motogp&geo=TW&hl=en-US"
"2330 股價","1K+","November 7, 2025 at 9:20:00 AM UTC+8","November 7, 2025 at 11:40:00 AM UTC+8","2330 股價,台積電股票","https://trends.google.com/trends/explore?q=2330%20%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"zaahen","200+","November 9, 2025 at 9:00:00 PM UTC+8","November 10, 2025 at 5:10:00 AM UTC+8","zaahen","https://trends.google.com/trends/explore?q=zaahen&geo=TW&hl=en-US"
"趙少康","500+","November 6, 2025 at 11:00:00 AM UTC+8","November 6, 2025 at 2:30:00 PM UTC+8","趙少康","https://trends.google.com/trends/explore?q=%E8%B6%99%E5%B0%91%E5%BA%B7&geo=TW&hl=en-US"
"南紡","100+","November 10, 2025 at 9:20:00 AM UTC+8","November 10, 2025 at 10:30:00 AM UTC+8","南紡","https://trends.google.com/trends/explore?q=%E5%8D%97%E7%B4%A1&geo=TW&hl=en-US"
"迷客夏","1K+","November 5, 2025 at 10:30:00 AM UTC+8","November 5, 2025 at 1:30:00 PM UTC+8","迷客夏","https://trends.google.com/trends/explore?q=%E8%BF%B7%E5%AE%A2%E5%A4%8F&geo=TW&hl=en-US"
"ซันเดอร์แลนด์ พบ อาร์เซนอล","100+","November 9, 2025 at 5:20:00 AM UTC+8","November 9, 2025 at 8:40:00 AM UTC+8","ซันเดอร์แลนด์ พบ อาร์เซนอล","https://trends.google.com/trends/explore?q=%E0%B8%8B%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%81%E0%B8%A5%E0%B8%99%E0%B8%94%E0%B9%8C%20%E0%B8%9E%E0%B8%9A%20%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B8%AD%E0%B8%A5&geo=TW&hl=en-US"
"淡水停電","200+","November 9, 2025 at 6:30:00 PM UTC+8","November 9, 2025 at 8:00:00 PM UTC+8","淡水停電","https://trends.google.com/trends/explore?q=%E6%B7%A1%E6%B0%B4%E5%81%9C%E9%9B%BB&geo=TW&hl=en-US"
"林尚武","500+","November 5, 2025 at 1:20:00 PM UTC+8","November 5, 2025 at 7:30:00 PM UTC+8","林尚武","https://trends.google.com/trends/explore?q=%E6%9E%97%E5%B0%9A%E6%AD%A6&geo=TW&hl=en-US"
"匯率","1K+","November 7, 2025 at 9:30:00 AM UTC+8","November 7, 2025 at 11:40:00 AM UTC+8","匯率","https://trends.google.com/trends/explore?q=%E5%8C%AF%E7%8E%87&geo=TW&hl=en-US"
"日本","200+","November 9, 2025 at 5:00:00 AM UTC+8","November 10, 2025 at 2:40:00 AM UTC+8","日本","https://trends.google.com/trends/explore?q=%E6%97%A5%E6%9C%AC&geo=TW&hl=en-US"
"輔仁大學","200+","November 10, 2025 at 8:50:00 PM UTC+8","November 11, 2025 at 1:10:00 AM UTC+8","輔仁大學","https://trends.google.com/trends/explore?q=%E8%BC%94%E4%BB%81%E5%A4%A7%E5%AD%B8&geo=TW&hl=en-US"
"warriors vs suns","500+","November 5, 2025 at 11:20:00 AM UTC+8","November 5, 2025 at 2:50:00 PM UTC+8","warriors vs suns","https://trends.google.com/trends/explore?q=warriors%20vs%20suns&geo=TW&hl=en-US"
"活塞 對 爵士","500+","November 6, 2025 at 8:30:00 AM UTC+8","November 6, 2025 at 11:40:00 AM UTC+8","活塞 對 爵士","https://trends.google.com/trends/explore?q=%E6%B4%BB%E5%A1%9E%20%E5%B0%8D%20%E7%88%B5%E5%A3%AB&geo=TW&hl=en-US"
"fedex","500+","November 7, 2025 at 11:30:00 AM UTC+8","November 7, 2025 at 5:30:00 PM UTC+8","fedex,airspace","https://trends.google.com/trends/explore?q=fedex&geo=TW&hl=en-US"
"熱火 對 黃蜂","500+","November 8, 2025 at 9:50:00 AM UTC+8","November 8, 2025 at 12:40:00 PM UTC+8","熱火 對 黃蜂","https://trends.google.com/trends/explore?q=%E7%86%B1%E7%81%AB%20%E5%B0%8D%20%E9%BB%83%E8%9C%82&geo=TW&hl=en-US"
"聯茂","200+","November 10, 2025 at 10:10:00 AM UTC+8","November 10, 2025 at 11:10:00 AM UTC+8","聯茂","https://trends.google.com/trends/explore?q=%E8%81%AF%E8%8C%82&geo=TW&hl=en-US"
"唐朝詭事錄第三季","100+","November 10, 2025 at 9:40:00 PM UTC+8","November 10, 2025 at 10:30:00 PM UTC+8","唐朝詭事錄第三季","https://trends.google.com/trends/explore?q=%E5%94%90%E6%9C%9D%E8%A9%AD%E4%BA%8B%E9%8C%84%E7%AC%AC%E4%B8%89%E5%AD%A3&geo=TW&hl=en-US"
"tsla","500+","November 7, 2025 at 5:20:00 AM UTC+8","November 7, 2025 at 8:20:00 AM UTC+8","tsla,tesla stock,tsla stock,tesla","https://trends.google.com/trends/explore?q=tsla&geo=TW&hl=en-US"
"鴻海股價","1K+","November 7, 2025 at 9:40:00 AM UTC+8","November 7, 2025 at 12:10:00 PM UTC+8","鴻海股價,鴻海營收","https://trends.google.com/trends/explore?q=%E9%B4%BB%E6%B5%B7%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"amazon","500+","November 6, 2025 at 12:00:00 AM UTC+8","November 6, 2025 at 8:10:00 AM UTC+8","amazon","https://trends.google.com/trends/explore?q=amazon&geo=TW&hl=en-US"
"烏杉資本","500+","November 5, 2025 at 5:10:00 PM UTC+8","November 6, 2025 at 8:40:00 AM UTC+8","烏杉資本","https://trends.google.com/trends/explore?q=%E7%83%8F%E6%9D%89%E8%B3%87%E6%9C%AC&geo=TW&hl=en-US"
"洪孟楷","500+","November 8, 2025 at 1:10:00 PM UTC+8","November 9, 2025 at 2:10:00 AM UTC+8","洪孟楷,新北耶誕城,中國時報","https://trends.google.com/trends/explore?q=%E6%B4%AA%E5%AD%9F%E6%A5%B7&geo=TW&hl=en-US"
"可寧衛","500+","November 6, 2025 at 9:00:00 AM UTC+8","November 6, 2025 at 1:10:00 PM UTC+8","可寧衛","https://trends.google.com/trends/explore?q=%E5%8F%AF%E5%AF%A7%E8%A1%9B&geo=TW&hl=en-US"
"力積電股價","500+","November 7, 2025 at 9:50:00 AM UTC+8","November 7, 2025 at 2:10:00 PM UTC+8","力積電股價","https://trends.google.com/trends/explore?q=%E5%8A%9B%E7%A9%8D%E9%9B%BB%E8%82%A1%E5%83%B9&geo=TW&hl=en-US"
"劉子杰","200+","November 9, 2025 at 5:30:00 PM UTC+8","November 9, 2025 at 7:30:00 PM UTC+8","劉子杰","https://trends.google.com/trends/explore?q=%E5%8A%89%E5%AD%90%E6%9D%B0&geo=TW&hl=en-US"
"赤山巖","200+","November 6, 2025 at 6:20:00 PM UTC+8","November 6, 2025 at 10:50:00 PM UTC+8","赤山巖","https://trends.google.com/trends/explore?q=%E8%B5%A4%E5%B1%B1%E5%B7%96&geo=TW&hl=en-US"
"f","100+","November 10, 2025 at 6:50:00 AM UTC+8","November 10, 2025 at 9:30:00 AM UTC+8","f","https://trends.google.com/trends/explore?q=f&geo=TW&hl=en-US"
"amd stock","1K+","November 5, 2025 at 4:40:00 AM UTC+8","November 5, 2025 at 9:00:00 AM UTC+8","amd stock,amd","https://trends.google.com/trends/explore?q=amd%20stock&geo=TW&hl=en-US"
"ลิเวอร์พูล พบ เรอัลมาดริด","500+","November 5, 2025 at 5:10:00 AM UTC+8","November 5, 2025 at 8:30:00 AM UTC+8","ลิเวอร์พูล พบ เรอัลมาดริด","https://trends.google.com/trends/explore?q=%E0%B8%A5%E0%B8%B4%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%9E%E0%B8%B9%E0%B8%A5%20%E0%B8%9E%E0%B8%9A%20%E0%B9%80%E0%B8%A3%E0%B8%AD%E0%B8%B1%E0%B8%A5%E0%B8%A1%E0%B8%B2%E0%B8%94%E0%B8%A3%E0%B8%B4%E0%B8%94&geo=TW&hl=en-US"
"台東跨年","500+","November 5, 2025 at 1:30:00 PM UTC+8","November 5, 2025 at 10:00:00 PM UTC+8","台東跨年","https://trends.google.com/trends/explore?q=%E5%8F%B0%E6%9D%B1%E8%B7%A8%E5%B9%B4&geo=TW&hl=en-US"
"貝克漢","500+","November 5, 2025 at 1:00:00 PM UTC+8","November 5, 2025 at 9:40:00 PM UTC+8","貝克漢","https://trends.google.com/trends/explore?q=%E8%B2%9D%E5%85%8B%E6%BC%A2&geo=TW&hl=en-US"
"louvre","200+","November 7, 2025 at 12:00:00 PM UTC+8","November 8, 2025 at 4:40:00 AM UTC+8","louvre","https://trends.google.com/trends/explore?q=louvre&geo=TW&hl=en-US"
"inster","500+","November 7, 2025 at 9:10:00 AM UTC+8","November 7, 2025 at 11:50:00 AM UTC+8","inster","https://trends.google.com/trends/explore?q=inster&geo=TW&hl=en-US"
"netflix","2K+","November 7, 2025 at 12:30:00 PM UTC+8","November 7, 2025 at 1:20:00 PM UTC+8","netflix","https://trends.google.com/trends/explore?q=netflix&geo=TW&hl=en-US"
"xsmb","2K+","November 6, 2025 at 7:30:00 PM UTC+8","November 6, 2025 at 8:40:00 PM UTC+8","xsmb","https://trends.google.com/trends/explore?q=xsmb&geo=TW&hl=en-US"
"華南銀行","1K+","November 5, 2025 at 5:40:00 AM UTC+8","November 5, 2025 at 10:30:00 AM UTC+8","華南銀行,台北富邦銀行","https://trends.google.com/trends/explore?q=%E8%8F%AF%E5%8D%97%E9%8A%80%E8%A1%8C&geo=TW&hl=en-US"
"aaa","200+","November 6, 2025 at 7:30:00 PM UTC+8","November 7, 2025 at 3:00:00 AM UTC+8","aaa","https://trends.google.com/trends/explore?q=aaa&geo=TW&hl=en-US"
"徐超斌","200+","November 9, 2025 at 3:10:00 PM UTC+8","November 9, 2025 at 6:40:00 PM UTC+8","徐超斌","https://trends.google.com/trends/explore?q=%E5%BE%90%E8%B6%85%E6%96%8C&geo=TW&hl=en-US"
"氣溫","200+","November 10, 2025 at 6:50:00 AM UTC+8","November 10, 2025 at 8:00:00 AM UTC+8","氣溫","https://trends.google.com/trends/explore?q=%E6%B0%A3%E6%BA%AB&geo=TW&hl=en-US"
"hero","200+","November 7, 2025 at 9:40:00 PM UTC+8","November 7, 2025 at 11:20:00 PM UTC+8","hero","https://trends.google.com/trends/explore?q=hero&geo=TW&hl=en-US"
"星巴克買一送一","1K+","November 7, 2025 at 12:40:00 PM UTC+8","November 7, 2025 at 1:50:00 PM UTC+8","星巴克買一送一","https://trends.google.com/trends/explore?q=%E6%98%9F%E5%B7%B4%E5%85%8B%E8%B2%B7%E4%B8%80%E9%80%81%E4%B8%80&geo=TW&hl=en-US"
"liverpool đấu với real madrid","500+","November 5, 2025 at 6:00:00 AM UTC+8","November 5, 2025 at 8:50:00 AM UTC+8","liverpool đấu với real madrid","https://trends.google.com/trends/explore?q=liverpool%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20real%20madrid&geo=TW&hl=en-US"
"德文·布克","500+","November 5, 2025 at 12:40:00 PM UTC+8","November 5, 2025 at 3:00:00 PM UTC+8","德文·布克","https://trends.google.com/trends/explore?q=%E5%BE%B7%E6%96%87%C2%B7%E5%B8%83%E5%85%8B&geo=TW&hl=en-US"
"lpl","200+","November 9, 2025 at 8:40:00 PM UTC+8","November 9, 2025 at 9:20:00 PM UTC+8","lpl","https://trends.google.com/trends/explore?q=lpl&geo=TW&hl=en-US"
"布魯日 對 巴塞隆納","200+","November 6, 2025 at 6:20:00 AM UTC+8","November 6, 2025 at 9:10:00 AM UTC+8","布魯日 對 巴塞隆納","https://trends.google.com/trends/explore?q=%E5%B8%83%E9%AD%AF%E6%97%A5%20%E5%B0%8D%20%E5%B7%B4%E5%A1%9E%E9%9A%86%E7%B4%8D&geo=TW&hl=en-US"
"哈里森·巴恩斯","200+","November 8, 2025 at 11:20:00 AM UTC+8","November 8, 2025 at 1:10:00 PM UTC+8","哈里森·巴恩斯","https://trends.google.com/trends/explore?q=%E5%93%88%E9%87%8C%E6%A3%AE%C2%B7%E5%B7%B4%E6%81%A9%E6%96%AF&geo=TW&hl=en-US"
"郝蕾","200+","November 7, 2025 at 7:50:00 PM UTC+8","November 7, 2025 at 10:10:00 PM UTC+8","郝蕾","https://trends.google.com/trends/explore?q=%E9%83%9D%E8%95%BE&geo=TW&hl=en-US"
"凱渥","200+","November 5, 2025 at 4:40:00 PM UTC+8","November 6, 2025 at 1:20:00 AM UTC+8","凱渥","https://trends.google.com/trends/explore?q=%E5%87%B1%E6%B8%A5&geo=TW&hl=en-US"
"華榮","500+","November 5, 2025 at 9:10:00 AM UTC+8","November 5, 2025 at 12:40:00 PM UTC+8","華榮,華榮股價","https://trends.google.com/trends/explore?q=%E8%8F%AF%E6%A6%AE&geo=TW&hl=en-US"
"張芸京","100+","November 9, 2025 at 8:40:00 PM UTC+8","November 9, 2025 at 10:00:00 PM UTC+8","張芸京","https://trends.google.com/trends/explore?q=%E5%BC%B5%E8%8A%B8%E4%BA%AC&geo=TW&hl=en-US"
"何超蓮","100+","November 10, 2025 at 1:40:00 PM UTC+8","November 10, 2025 at 2:30:00 PM UTC+8","何超蓮","https://trends.google.com/trends/explore?q=%E4%BD%95%E8%B6%85%E8%93%AE&geo=TW&hl=en-US"
"創見","200+","November 7, 2025 at 9:10:00 AM UTC+8","November 7, 2025 at 4:20:00 PM UTC+8","創見,記憶體","https://trends.google.com/trends/explore?q=%E5%89%B5%E8%A6%8B&geo=TW&hl=en-US"
"starship","200+","November 6, 2025 at 7:00:00 PM UTC+8","November 7, 2025 at 2:30:00 AM UTC+8","starship","https://trends.google.com/trends/explore?q=starship&geo=TW&hl=en-US"
"tradingview","1K+","November 7, 2025 at 8:10:00 PM UTC+8","November 7, 2025 at 11:50:00 PM UTC+8","tradingview,vix,sp500,yahoo finance,voo","https://trends.google.com/trends/explore?q=tradingview&geo=TW&hl=en-US"
"club brugge đấu với barcelona","200+","November 6, 2025 at 6:10:00 AM UTC+8","November 6, 2025 at 8:50:00 AM UTC+8","club brugge đấu với barcelona","https://trends.google.com/trends/explore?q=club%20brugge%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20barcelona&geo=TW&hl=en-US"
"運動會","200+","November 8, 2025 at 10:00:00 AM UTC+8","November 8, 2025 at 11:50:00 AM UTC+8","運動會","https://trends.google.com/trends/explore?q=%E9%81%8B%E5%8B%95%E6%9C%83&geo=TW&hl=en-US"
"裴洛西","200+","November 7, 2025 at 8:40:00 AM UTC+8","November 7, 2025 at 9:00:00 PM UTC+8","裴洛西","https://trends.google.com/trends/explore?q=%E8%A3%B4%E6%B4%9B%E8%A5%BF&geo=TW&hl=en-US"
"比特幣走勢","500+","November 5, 2025 at 7:00:00 AM UTC+8","November 6, 2025 at 8:20:00 AM UTC+8","比特幣走勢,比特幣價格,以太幣,加密貨幣","https://trends.google.com/trends/explore?q=%E6%AF%94%E7%89%B9%E5%B9%A3%E8%B5%B0%E5%8B%A2&geo=TW&hl=en-US"
"man city vs dortmund","200+","November 6, 2025 at 6:10:00 AM UTC+8","November 6, 2025 at 8:50:00 AM UTC+8","man city vs dortmund","https://trends.google.com/trends/explore?q=man%20city%20vs%20dortmund&geo=TW&hl=en-US"
"8021","500+","November 10, 2025 at 9:40:00 AM UTC+8","November 10, 2025 at 10:10:00 AM UTC+8","8021,尖點股價","https://trends.google.com/trends/explore?q=8021&geo=TW&hl=en-US"
"smci","200+","November 5, 2025 at 6:40:00 AM UTC+8","November 6, 2025 at 6:50:00 AM UTC+8","smci","https://trends.google.com/trends/explore?q=smci&geo=TW&hl=en-US"
"高端疫苗","200+","November 7, 2025 at 9:50:00 AM UTC+8","November 7, 2025 at 1:20:00 PM UTC+8","高端疫苗","https://trends.google.com/trends/explore?q=%E9%AB%98%E7%AB%AF%E7%96%AB%E8%8B%97&geo=TW&hl=en-US"
"la liga","100+","November 10, 2025 at 5:10:00 AM UTC+8","November 10, 2025 at 8:10:00 AM UTC+8","la liga","https://trends.google.com/trends/explore?q=la%20liga&geo=TW&hl=en-US"
"台積電adr","1K+","November 7, 2025 at 5:50:00 AM UTC+8","November 7, 2025 at 7:30:00 AM UTC+8","台積電adr,美國股市,道瓊工業平均指數,道瓊工業指數","https://trends.google.com/trends/explore?q=%E5%8F%B0%E7%A9%8D%E9%9B%BBadr&geo=TW&hl=en-US"
"下週油價","200+","November 9, 2025 at 7:10:00 AM UTC+8","November 9, 2025 at 8:50:00 AM UTC+8","下週油價,中油油價","https://trends.google.com/trends/explore?q=%E4%B8%8B%E9%80%B1%E6%B2%B9%E5%83%B9&geo=TW&hl=en-US"
"世芯","500+","November 6, 2025 at 9:40:00 AM UTC+8","November 6, 2025 at 12:40:00 PM UTC+8","世芯,3661","https://trends.google.com/trends/explore?q=%E4%B8%96%E8%8A%AF&geo=TW&hl=en-US"
"psg vs bayern","200+","November 5, 2025 at 5:50:00 AM UTC+8","November 5, 2025 at 8:50:00 AM UTC+8","psg vs bayern","https://trends.google.com/trends/explore?q=psg%20vs%20bayern&geo=TW&hl=en-US"
"美國政府","100+","November 8, 2025 at 4:30:00 AM UTC+8","November 8, 2025 at 9:20:00 AM UTC+8","美國政府","https://trends.google.com/trends/explore?q=%E7%BE%8E%E5%9C%8B%E6%94%BF%E5%BA%9C&geo=TW&hl=en-US"
"迪士尼公主音樂會","200+","November 5, 2025 at 6:00:00 PM UTC+8","November 6, 2025 at 12:30:00 AM UTC+8","迪士尼公主音樂會","https://trends.google.com/trends/explore?q=%E8%BF%AA%E5%A3%AB%E5%B0%BC%E5%85%AC%E4%B8%BB%E9%9F%B3%E6%A8%82%E6%9C%83&geo=TW&hl=en-US"
"李施昤","200+","November 6, 2025 at 7:30:00 PM UTC+8","November 7, 2025 at 8:10:00 AM UTC+8","李施昤","https://trends.google.com/trends/explore?q=%E6%9D%8E%E6%96%BD%E6%98%A4&geo=TW&hl=en-US"
"康霈","200+","November 10, 2025 at 9:10:00 AM UTC+8","November 10, 2025 at 9:50:00 AM UTC+8","康霈","https://trends.google.com/trends/explore?q=%E5%BA%B7%E9%9C%88&geo=TW&hl=en-US"
"onds","200+","November 8, 2025 at 2:50:00 AM UTC+8","November 8, 2025 at 6:40:00 AM UTC+8","onds","https://trends.google.com/trends/explore?q=onds&geo=TW&hl=en-US"
"切爾西","200+","November 6, 2025 at 4:00:00 AM UTC+8","November 6, 2025 at 7:00:00 AM UTC+8","切爾西","https://trends.google.com/trends/explore?q=%E5%88%87%E7%88%BE%E8%A5%BF&geo=TW&hl=en-US"
"暴龍 對 公鹿","500+","November 5, 2025 at 8:40:00 AM UTC+8","November 5, 2025 at 12:10:00 PM UTC+8","暴龍 對 公鹿","https://trends.google.com/trends/explore?q=%E6%9A%B4%E9%BE%8D%20%E5%B0%8D%20%E5%85%AC%E9%B9%BF&geo=TW&hl=en-US"
"核三","200+","November 7, 2025 at 5:30:00 PM UTC+8","November 7, 2025 at 8:30:00 PM UTC+8","核三,綠電","https://trends.google.com/trends/explore?q=%E6%A0%B8%E4%B8%89&geo=TW&hl=en-US"
"real madrid","200+","November 5, 2025 at 4:40:00 AM UTC+8","November 5, 2025 at 8:10:00 AM UTC+8","real madrid","https://trends.google.com/trends/explore?q=real%20madrid&geo=TW&hl=en-US"
"海俊傑","100+","November 9, 2025 at 3:50:00 PM UTC+8","November 9, 2025 at 5:00:00 PM UTC+8","海俊傑","https://trends.google.com/trends/explore?q=%E6%B5%B7%E4%BF%8A%E5%82%91&geo=TW&hl=en-US"
"太妃核果風味那堤","200+","November 6, 2025 at 12:00:00 PM UTC+8","November 6, 2025 at 2:40:00 PM UTC+8","太妃核果風味那堤","https://trends.google.com/trends/explore?q=%E5%A4%AA%E5%A6%83%E6%A0%B8%E6%9E%9C%E9%A2%A8%E5%91%B3%E9%82%A3%E5%A0%A4&geo=TW&hl=en-US"
"多益","500+","November 7, 2025 at 12:00:00 PM UTC+8","November 7, 2025 at 1:30:00 PM UTC+8","多益","https://trends.google.com/trends/explore?q=%E5%A4%9A%E7%9B%8A&geo=TW&hl=en-US"
"kenneth faried","200+","November 7, 2025 at 5:20:00 PM UTC+8","November 8, 2025 at 8:10:00 AM UTC+8","kenneth faried","https://trends.google.com/trends/explore?q=kenneth%20faried&geo=TW&hl=en-US"
"王傳君","200+","November 6, 2025 at 1:10:00 PM UTC+8","November 6, 2025 at 3:20:00 PM UTC+8","王傳君","https://trends.google.com/trends/explore?q=%E7%8E%8B%E5%82%B3%E5%90%9B&geo=TW&hl=en-US"
"湖人","1K+","November 6, 2025 at 1:10:00 PM UTC+8","November 6, 2025 at 3:00:00 PM UTC+8","湖人","https://trends.google.com/trends/explore?q=%E6%B9%96%E4%BA%BA&geo=TW&hl=en-US"
"巴黎聖日耳曼 對 拜仁慕尼黑","200+","November 5, 2025 at 6:20:00 AM UTC+8","November 5, 2025 at 9:00:00 AM UTC+8","巴黎聖日耳曼 對 拜仁慕尼黑","https://trends.google.com/trends/explore?q=%E5%B7%B4%E9%BB%8E%E8%81%96%E6%97%A5%E8%80%B3%E6%9B%BC%20%E5%B0%8D%20%E6%8B%9C%E4%BB%81%E6%85%95%E5%B0%BC%E9%BB%91&geo=TW&hl=en-US"
"凌漢","200+","November 8, 2025 at 8:10:00 PM UTC+8","November 8, 2025 at 11:10:00 PM UTC+8","凌漢","https://trends.google.com/trends/explore?q=%E5%87%8C%E6%BC%A2&geo=TW&hl=en-US"
"微星","200+","November 7, 2025 at 11:50:00 AM UTC+8","November 7, 2025 at 2:10:00 PM UTC+8","微星","https://trends.google.com/trends/explore?q=%E5%BE%AE%E6%98%9F&geo=TW&hl=en-US"
"陳奕迅","200+","November 7, 2025 at 7:50:00 PM UTC+8","November 8, 2025 at 1:20:00 AM UTC+8","陳奕迅","https://trends.google.com/trends/explore?q=%E9%99%B3%E5%A5%95%E8%BF%85&geo=TW&hl=en-US"
"00918","200+","November 7, 2025 at 10:10:00 AM UTC+8","November 7, 2025 at 2:00:00 PM UTC+8","00918,當日行情","https://trends.google.com/trends/explore?q=00918&geo=TW&hl=en-US"
"台郡","200+","November 7, 2025 at 10:00:00 AM UTC+8","November 7, 2025 at 12:10:00 PM UTC+8","台郡","https://trends.google.com/trends/explore?q=%E5%8F%B0%E9%83%A1&geo=TW&hl=en-US"
"墨西哥總統","200+","November 5, 2025 at 10:40:00 PM UTC+8","November 6, 2025 at 1:30:00 PM UTC+8","墨西哥總統,墨西哥女總統,薛恩鮑姆","https://trends.google.com/trends/explore?q=%E5%A2%A8%E8%A5%BF%E5%93%A5%E7%B8%BD%E7%B5%B1&geo=TW&hl=en-US"
"卡拉巴克 對 切爾西","200+","November 6, 2025 at 3:30:00 AM UTC+8","November 6, 2025 at 8:20:00 AM UTC+8","卡拉巴克 對 切爾西","https://trends.google.com/trends/explore?q=%E5%8D%A1%E6%8B%89%E5%B7%B4%E5%85%8B%20%E5%B0%8D%20%E5%88%87%E7%88%BE%E8%A5%BF&geo=TW&hl=en-US"
"8111","500+","November 6, 2025 at 9:10:00 AM UTC+8","November 6, 2025 at 11:00:00 AM UTC+8","8111","https://trends.google.com/trends/explore?q=8111&geo=TW&hl=en-US"
"al-nassr vs goa","200+","November 6, 2025 at 6:00:00 AM UTC+8","November 6, 2025 at 8:40:00 AM UTC+8","al-nassr vs goa","https://trends.google.com/trends/explore?q=al-nassr%20vs%20goa&geo=TW&hl=en-US"
"twice 演唱會","200+","November 8, 2025 at 12:00:00 AM UTC+8","November 8, 2025 at 1:40:00 AM UTC+8","twice 演唱會","https://trends.google.com/trends/explore?q=twice%20%E6%BC%94%E5%94%B1%E6%9C%83&geo=TW&hl=en-US"
"小栗旬","100+","November 9, 2025 at 2:30:00 PM UTC+8","November 9, 2025 at 3:30:00 PM UTC+8","小栗旬","https://trends.google.com/trends/explore?q=%E5%B0%8F%E6%A0%97%E6%97%AC&geo=TW&hl=en-US"
"美股開盤時間","500+","November 6, 2025 at 10:10:00 PM UTC+8","November 6, 2025 at 11:00:00 PM UTC+8","美股開盤時間","https://trends.google.com/trends/explore?q=%E7%BE%8E%E8%82%A1%E9%96%8B%E7%9B%A4%E6%99%82%E9%96%93&geo=TW&hl=en-US"
"slavia praha vs arsenal","200+","November 5, 2025 at 3:20:00 AM UTC+8","November 5, 2025 at 8:10:00 AM UTC+8","slavia praha vs arsenal","https://trends.google.com/trends/explore?q=slavia%20praha%20vs%20arsenal&geo=TW&hl=en-US"
"賈靜雯","200+","November 8, 2025 at 10:50:00 PM UTC+8","November 9, 2025 at 12:00:00 AM UTC+8","賈靜雯,安唯綾","https://trends.google.com/trends/explore?q=%E8%B3%88%E9%9D%9C%E9%9B%AF&geo=TW&hl=en-US"
"tony gonsolin","200+","November 7, 2025 at 9:40:00 AM UTC+8","November 7, 2025 at 3:50:00 PM UTC+8","tony gonsolin,ryan ward","https://trends.google.com/trends/explore?q=tony%20gonsolin&geo=TW&hl=en-US"
"惠利","200+","November 6, 2025 at 6:20:00 PM UTC+8","November 6, 2025 at 8:40:00 PM UTC+8","惠利","https://trends.google.com/trends/explore?q=%E6%83%A0%E5%88%A9&geo=TW&hl=en-US"
"kayla nicole","200+","November 7, 2025 at 6:50:00 PM UTC+8","November 7, 2025 at 8:30:00 PM UTC+8","kayla nicole","https://trends.google.com/trends/explore?q=kayla%20nicole&geo=TW&hl=en-US"
"vix","200+","November 7, 2025 at 12:10:00 AM UTC+8","November 7, 2025 at 7:10:00 AM UTC+8","vix","https://trends.google.com/trends/explore?q=vix&geo=TW&hl=en-US"
"金居處置","500+","November 6, 2025 at 9:10:00 AM UTC+8","November 6, 2025 at 10:30:00 AM UTC+8","金居處置,金居,富喬股價","https://trends.google.com/trends/explore?q=%E9%87%91%E5%B1%85%E8%99%95%E7%BD%AE&geo=TW&hl=en-US"
